"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT18","WT22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-06","12.08",,"0.00","0.0","0.0",,"41","29",,"  300","  310","25.1","30.0",,,,,,,,,"    1","    1","    1",,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-07","6.93",,"0.00","0.0","0.0",,"33","23",,"  350","  350","16.1","17.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-08","19.91",,"0.78","2.9","0.0",,"36","27",,"   40","   30","32.0","38.9",,,,"    1",,,,"    1",,,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-09","20.36",,"0.18","3.5","6.0",,"32","21",,"  320","  310","31.1","38.9",,,,,,,,"    1","    1",,,,"    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-10","5.82",,"0.00","0.0","5.0",,"34","17",,"  320","  310","15.0","19.9",,,,,,,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-11","7.16",,"0.46","0.0","4.0",,"45","34",,"  200","  200","23.0","28.0","    1","    1",,,,,,,,"    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-12","14.32",,"0.00","0.0","2.0",,"47","37",,"  280","  290","25.9","33.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-13","5.14",,"0.01","0.0","0.0",,"43","28",,"  350","  350","16.1","21.9",,,,,,,,,,,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-14","8.72",,"0.00","0.0","0.0",,"45","32",,"  180","  350","17.0","21.9","    1",,,,,,,,,,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-15","8.28",,"0.00","0.0","0.0",,"49","32",,"  340","  330","17.0","21.0",,,,,,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-16","14.09",,"0.00","0.0","0.0",,"45","31",,"  360","  360","25.9","34.9",,,,,,,,,,,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-17","27.07",,"0.00","0.0","0.0",,"34","18",,"  300","  300","36.9","47.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-18","16.33",,"0.00","0.0","0.0",,"36","18",,"  300","  300","30.0","40.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-19","15.43",,"0.13","0.0","0.0",,"45","31",,"  280","  280","30.0","38.9","    1",,,,,,,,"    1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-20","21.25",,"0.00","0.0","0.0",,"39","26",,"  300","  300","32.0","40.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-21","20.80",,"0.00","0.0","0.0",,"37","24",,"  300","  290","33.1","38.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-22","9.40",,"0.00","0.0","0.0",,"38","26",,"  360","  360","21.0","23.9",,,,,,,,,,,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-23","11.63",,"0.38","0.0","0.0",,"44","36",,"   80","   90","19.9","25.1","    1",,,,,,,,"    1","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-24","16.11",,"0.03","0.0","0.0",,"49","34",,"  310","  320","23.9","34.9","    1",,,,,,,,"    1","    1",,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-25","8.50",,"0.00","0.0","0.0",,"46","31",,"  310","  300","17.9","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-26","12.75",,"0.10","0.0","0.0",,"44","31",,"   70","   60","29.1","34.9","    1",,,,,,,,"    1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-27","17.90",,"0.60","0.0","0.0",,"49","38",,"   80","   70","38.9","53.0",,,,,,,,,"    1","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-02-28","9.17",,"0.00","0.0","0.0",,"51","40",,"  270","  270","19.9","21.9","    1",,,,,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-01","12.97",,"0.00","0.0","0.0",,"47","36",,"  330","  330","21.9","30.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-02","12.30",,"0.00","0.0","0.0",,"41","32",,"  330","  330","21.0","25.1",,,,,,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-03","14.76",,"0.00","0.0","0.0",,"42","29",,"  310","  300","23.9","29.1",,,,,,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-04","19.91",,"0.00","0.0","0.0",,"44","27",,"  320","  320","31.1","36.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-05","10.29",,"0.00","0.0","0.0",,"48","31",,"  310","  310","25.9","31.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-06","23.49",,"0.00","0.0","0.0",,"45","35",,"   30","   30","38.9","49.0",,,,,,,,,,,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-07","21.47",,"0.07","0.0","0.0",,"39","33",,"   10","   10","30.0","38.9","    1",,,,,,,,"    1",,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-08","18.57",,"0.27","3.0","1.0",,"40","31",,"  340","  340","25.9","34.9","    1",,,,,,,,"    1",,,"    1","    1","    1"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-09","12.53",,"0.00","0.0","1.0",,"55","34",,"  340","  350","25.1","31.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-10","7.16",,"0.00","0.0","0.0",,"43","31",,"  140","  140","13.0","17.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-11","9.84",,"0.00","0.0","0.0",,"52","39",,"  170","  160","17.9","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-12","18.79",,"0.66","0.0","0.0",,"53","43",,"  180","  160","30.0","40.0",,,,,,,,,"    1",,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-13","12.30",,"0.00","0.0","0.0",,"53","38",,"  240","  270","23.0","28.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-14","22.59",,"0.00","0.0","0.0",,"42","30",,"  320","  300","36.0","48.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-15","14.32",,"0.00","0.0","0.0",,"48","30",,"  230","  240","25.1","30.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-16","6.93",,"0.02","0.0","0.0",,"41","33",,"  320","  310","21.9","28.0",,,,,,,,,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-17","12.30",,"0.00","0.0","0.0",,"39","30",,"  330","  340","23.0","29.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-18","14.32",,"0.47","1.4","0.0",,"36","26",,"  100","  100","28.0","34.9",,,,"    1",,,,,"    1",,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-19","13.87",,"0.46","0.0","0.0",,"45","35",,"   60","  320","23.9","30.0","    1",,,,,,,,"    1","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-20","15.43",,"0.00","0.0","0.0",,"47","32",,"  260","  260","28.0","32.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-21","12.53",,"0.00","0.0","0.0",,"39","31",,"  310","  300","21.0","29.1",,,,,,,,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-22","14.09",,"0.00","0.0","0.0",,"44","29",,"  290","  290","23.9","31.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-23","18.34",,"0.00","0.0","0.0",,"48","32",,"  330","  340","29.1","36.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-24","8.72",,"0.00","0.0","0.0",,"47","32",,"  320","  310","21.9","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-25","9.62",,"0.25","0.0","0.0",,"40","34",,"   50","   60","23.0","30.0","    1",,,,,,,,"    1",,,"    1","    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-26","9.40",,"0.00","0.0","0.0",,"53","36",,"  330","  330","21.9","32.0",,,,,,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-27","14.54",,"0.00","0.0","0.0",,"54","35",,"  290","  290","25.1","31.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-28","14.54",,"0.00","0.0","0.0",,"53","37",,"  330","  310","21.0","30.0",,,,,,,,,,,,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-29","12.75",,"0.00","0.0","0.0",,"56","41",,"  320","  320","23.0","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-30","9.40",,"0.00","0.0","0.0",,"58","39",,"  190","  210","21.9","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-03-31","10.96",,"0.12","0.0","0.0",,"52","35",,"  110","  100","23.0","30.0","    1",,,,,,,,"    1","    1",,"    1",,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-01","14.99",,"0.00","0.0","0.0","49","63","37",,"  330","  270","35.1","40.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-02","16.33",,"0.00","0.0","0.0","40","45","33",,"  280","  270","25.9","40.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-03","18.12",,"0.00","0.0","0.0","40","48","33",,"  310","  270","30.0","42.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-04","11.63",,"0.00","0.0","0.0","39","45","32",,"  190","  190","23.0","29.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-05","12.53",,"0.00","0.0","0.0","47","64","40",,"  330","  340","30.0","36.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-06","12.75",,"0.00","0.0","0.0","43","49","36",,"  320","  320","31.1","38.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-07","16.33",,"0.00","0.0","0.0","44","52","37",,"  170","  160","32.0","40.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-08","6.93",,"0.00","0.0","0.0","53","68","42",,"  170","  170","16.1","19.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-09","6.71",,"0.00","0.0","0.0","62","83","47",,"  290","  290","25.9","35.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-10","9.17",,"0.59","0.0","0.0","59","71","53",,"  320","  320","32.0","38.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-11","11.41",,"0.00","0.0","0.0","54","60","47",,"  100","  110","23.9","31.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-12","18.12",,"0.87","0.0","0.0","45","48","41",,"   80","   80","33.1","48.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-13","8.95",,"0.01","0.0","0.0","45","58","39",,"  180","  180","19.9","23.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-14","11.41",,"0.00","0.0","0.0","51","59","45",,"  270","  270","28.0","33.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-15","8.05",,"0.00","0.0","0.0","48","53","43",,"  130","   70","16.1","25.1",,,,,,,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-16","14.54",,"0.00","0.0","0.0","51","58","45",,"  180","  170","31.1","36.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-17","7.61",,"0.01","0.0","0.0","58","70","47",,"  350","  350","18.1","23.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-18","12.08",,"0.00","0.0","0.0","51","57","45",,"  110","  100","21.0","28.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-19","20.80",,"0.07","0.0","0.0","56","65","50",,"  180","  190","36.9","45.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-20","17.22",,"0.18","0.0","0.0","55","59","45",,"  280","  320","25.9","32.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-21","10.51",,"0.00","0.0","0.0","46","54","37",,"  330","  340","25.9","32.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-22","15.43",,"0.00","0.0","0.0","45","53","37",,"  100","  110","28.0","35.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-23","14.54",,"0.00","0.0","0.0","45","52","42",,"   30","  350","21.9","38.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-24","13.87",,"0.00","0.0","0.0","50","58","42",,"  180","  180","31.1","38.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-25","15.21",,"0.00","0.0","0.0","54","64","46",,"  330","  320","28.0","35.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-26","8.50",,"0.00","0.0","0.0","54","65","43",,"  210","  210","18.1","21.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-27","8.95",,"0.00","0.0","0.0","55","66","46",,"  180","  180","18.1","21.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-28","8.50",,"0.00","0.0","0.0","53","63","45",,"  170","  170","18.1","23.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-29","8.72",,"0.05","0.0","0.0","53","55","50",,"  100","  100","14.1","17.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-04-30","9.62",,"0.00","0.0","0.0","56","63","46",,"  120","  100","21.9","25.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-01","7.83",,"0.00","0.0","0.0","54","65","43",,"  110","  120","17.0","23.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-02","6.04",,"0.00","0.0","0.0","54","63","44",,"  190","  210","13.0","17.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-03","8.50",,"0.00","0.0","0.0","54","61","47",,"   50","   30","18.1","21.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-04","8.95",,"0.00","0.0","0.0","53","64","45",,"  140","  130","17.0","21.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-05","10.29",,"0.00","0.0","0.0","50","57","44",,"  130","  110","19.9","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-06","5.59",,"0.00","0.0","0.0","53","62","45",,"  120","  110","13.0","16.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-07","8.28",,"0.00","0.0","0.0","57","72","48",,"  130","  130","18.1","21.9",,,,,,,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-08","10.07",,"1.54","0.0","0.0","61","64","55",,"  110","  110","21.9","21.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-09","7.61",,"0.75","0.0","0.0","59","70","55",,"  320","  320","14.1","14.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-10","9.62",,"0.00","0.0","0.0","63","76","54",,"  180","  180","19.9","19.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-11","13.42",,"0.39","0.0","0.0","61","65","59",,"  190","  190","25.9","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-12","18.34",,"0.02","0.0","0.0","63","70","51",,"  290","  290","33.1","45.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-13","16.33",,"0.00","0.0","0.0","53","58","46",,"  290","  300","23.9","28.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-14","11.41",,"0.00","0.0","0.0","51","60","43",,"  190","  180","21.9","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-15","11.41",,"0.03","0.0","0.0","55","62","48",,"  170","  150","21.9","29.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-16","8.50",,"0.00","0.0","0.0","64","74","56",,"  190","  190","21.9","28.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-17","8.72",,"0.00","0.0","0.0","65","73","55",,"  320","  330","21.9","29.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-18","5.82",,"0.01","0.0","0.0","59","63","54",,"  150","  140","14.1","17.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-19","10.74",,"0.45","0.0","0.0","57","58","55",,"  120","  110","21.0","25.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-20","7.16",,"0.00","0.0","0.0","62","72","57",,"  190",,"16.1",,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-21","8.95",,"0.00","0.0","0.0","67","77","60",,"  190","  190","21.9","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-22","7.61",,"0.00","0.0","0.0","65","72","58",,"  190",,"18.1",,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-23","18.12",,"0.03","0.0","0.0","65","71","61",,"  180","  190","31.1","38.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-24","13.65",,"0.20","0.0","0.0","60","69","46",,"  320","  320","25.1","31.1","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-25","21.92",,"0.07","0.0","0.0","49","57","45",,"  320","  330","38.0","49.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-26","17.67",,"0.00","0.0","0.0","57","68","48",,"  300","  290","30.0","48.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-27","11.41",,"0.00","0.0","0.0","60","70","48",,"  190","  190","21.9","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-28","5.37",,"0.54","0.0","0.0","58","68","53",,"  120","  110","13.0","15.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-29","4.92",,"0.00","0.0","0.0","63","75","56",,"  220","   30","14.1","18.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-30","8.50",,"0.00","0.0","0.0","72","86","63",,"  190","  190","23.0","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-05-31","10.29",,"0.00","0.0","0.0","73","84","65",,"  180","  190","21.9","28.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-01","11.63",,"0.00","0.0","0.0","71","79","64",,"  190","  190","25.9","32.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-02","12.97",,"0.01","0.0","0.0","68","74","63",,"  190","  190","25.1","31.1","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-03","8.50",,"0.37","0.0","0.0","67","76","62",,"  190","  190","19.9","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-04","13.20",,"0.00","0.0","0.0","67","76","59",,"  330","  320","23.0","31.1",,,,,,,"    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-05","9.17",,"0.00","0.0","0.0","65","71","57",,"  140","  130","17.0","21.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-06","9.62",,"0.03","0.0","0.0","63","71","58",,"  120","  120","21.0","25.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-07","13.42",,"4.01","0.0","0.0","62","64","60",,"  100","  100","21.9","28.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-08","11.18",,"0.38","0.0","0.0","65","76","57",,"  340","  340","25.1","31.1","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-09","7.16",,"0.00","0.0","0.0","70","78","64",,"  180","  180","16.1","19.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-10","10.29",,"1.38","0.0","0.0","66","69","63",,"  100","  100","25.1","31.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-11","16.78",,"0.02","0.0","0.0","71","81","65",,"  270","  280","25.9","35.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-12","15.21",,"0.00","0.0","0.0","72","78","61",,"  310","  300","29.1","36.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-13","14.09",,"0.99","0.0","0.0","66","66","56",,"   40","   40","29.1","36.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-14","13.20",,"0.15","0.0","0.0","61","72","54",,"   20","   10","25.9","36.9","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-15","8.95",,"0.00","0.0","0.0","70","82","62",,"  190","  300","18.1","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-16","10.51",,"0.00","0.0","0.0","69","80","62",,"  260","  270","25.1","33.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-17","9.40",,"0.13","0.0","0.0","74","82","67",,"  250","  250","19.9","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-18","6.49",,"0.20","0.0","0.0","70","78","65",,"   40","  210","16.1","21.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-19","10.29",,"0.00","0.0","0.0","68","77","60",,"   40","   40","21.9","25.1","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-20","11.18",,"0.00","0.0","0.0","67","74","59",,"  180","  170","21.0","25.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-21","10.96",,"0.00","0.0","0.0","68","76","59",,"  190","  180","21.0","25.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-22","9.84",,"0.00","0.0","0.0","68","77","61",,"  180","  200","19.9","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-23","10.74",,"0.03","0.0","0.0","71","80","65",,"  190","  190","25.9","30.0","    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-24","10.74",,"0.00","0.0","0.0","76","90","70",,"  250","  250","23.0","28.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-25","11.18",,"0.00","0.0","0.0","80","91","70",,"  260","  260","32.0","36.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-26","10.96",,"0.10","0.0","0.0","80","85","71",,"  230","  320","21.0","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-27","8.95",,"0.13","0.0","0.0","76","84","71",,"  170","  160","25.1","31.1",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-28","12.97",,"0.00","0.0","0.0","76","82","71",,"  180","  170","23.0","32.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-29","11.86",,"0.00","0.0","0.0","74","80","69",,"  180","  180","25.1","32.0",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-06-30","9.62",,"0.02","0.0","0.0","73","81","69",,"  180","  150","18.1","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-07-01","11.41",,"0.98","0.0","0.0","73","78","71",,"  230","  190","21.0","25.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-07-02","12.08",,"0.25","0.0","0.0","73","79","71",,"  210","  220","21.0","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-07-03","9.62",,"0.09","0.0","0.0","74","81","70",,"  190","  190","19.9","23.9",,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2013-07-04","10.51",,"0.00","0.0","0.0","77","84","72",,"  190","  190","19.9","23.9","    1",,,,,,,,,,,,,
